	timestamp	user_edits	anonymous_edits	group-bot_edits	name-bot_edits	all-editor-types_edits	user_editors
91	2008-08	536742	183221	16837	97693	834493	23504
92	2008-09	517967	177769	10013	71821	777570	23340
93	2008-10	520538	175989	5647	80489	782663	23602
94	2008-11	532938	170889	5046	73303	782176	24169
95	2008-12	539499	159650	19862	69891	788902	23315
96	2009-01	597291	186725	18279	121068	923363	26019
97	2009-02	543096	173536	22958	57998	797588	24405
98	2009-03	597114	166144	22791	63269	849318	25177
99	2009-04	505798	107738	15820	68032	697388	23077
100	2009-05	510308	116896	28660	75911	731775	24019
101	2009-06	502116	111938	35118	92534	741706	23841
102	2009-07	497900	123768	26087	79439	727194	23335
103	2009-08	512524	139843	24363	93406	770136	23399
104	2009-09	485345	144706	33730	58139	721920	22817
105	2009-10	524668	148694	23659	58774	755795	23707
106	2009-11	511700	153782	35592	58896	759970	23748
107	2009-12	525307	144116	29318	63022	761763	22817
108	2010-01	593978	175588	44267	74408	888241	25607
109	2010-02	521380	163242	38738	69656	793016	23203
110	2010-03	558789	169826	66731	76290	871636	24487
111	2010-04	525068	156578	38246	71519	791411	24283
112	2010-05	557018	158423	26921	67550	809912	24855
113	2010-06	510250	138674	29214	79708	757846	23763
114	2010-07	519416	125761	32128	60153	737458	23246
115	2010-08	562040	131744	55456	66213	815453	23976
116	2010-09	549295	136203	27372	65319	778189	23566
117	2010-10	537958	137836	31129	73634	780557	23464
118	2010-11	532500	143314	36401	63109	775324	23270
119	2010-12	538859	130459	38260	66037	773615	22226
120	2011-01	624853	167154	53478	73868	919353	27596
121	2011-02	555091	147371	31326	59498	793286	24737
122	2011-03	555111	151971	47989	74465	829536	24983
123	2011-04	511083	132155	47586	71673	762497	23155
124	2011-05	515873	140271	36432	64631	757207	23529
125	2011-06	522918	131232	42539	68718	765407	22889
126	2011-07	540045	118180	43192	68921	770338	23369
127	2011-08	509709	116987	48804	70110	745610	22801
128	2011-09	521877	119974	38735	57598	738184	21974
129	2011-10	547440	120162	34058	69192	770852	22237
130	2011-11	523913	126042	36024	72005	757984	22142
131	2011-12	536291	119638	40442	79679	776050	21546
132	2012-01	599187	134047	31765	77370	842369	24221
133	2012-02	543974	129210	28010	72766	773960	23409
134	2012-03	559663	126816	30322	66138	782939	22449
135	2012-04	531871	113227	46159	71920	763177	21970
136	2012-05	545414	119827	37682	76130	779053	21994
137	2012-06	509719	111473	51917	68031	741140	21557
138	2012-07	563553	106393	53677	75618	799241	22289
139	2012-08	537818	106741	57004	97011	798574	22012
140	2012-09	517555	107893	50103	68921	744472	21341
141	2012-10	537934	114380	49603	76899	778816	21969
142	2012-11	526167	116514	55204	57901	755786	21794
143	2012-12	524527	106560	57295	76144	764526	21144
144	2013-01	581153	125747	51334	69106	827340	24070
145	2013-02	514959	114442	44717	102837	776955	22134
146	2013-03	562138	120666	113675	388485	1184964	22378
147	2013-04	513748	115756	161097	413853	1204454	21129
148	2013-05	499910	119219	11749	12233	643111	21120
149	2013-06	496381	111211	14204	10852	632648	20673
150	2013-07	487456	100147	15456	22030	625089	20606
151	2013-08	489873	93826	12265	9781	605745	20233
152	2013-09	447562	96001	16256	3219	563038	19309
153	2013-10	476992	100081	32606	4130	613809	20055
154	2013-11	484855	106487	15522	19020	625884	19826
155	2013-12	485478	97070	13975	3833	600356	19481
156	2014-01	540166	116524	17985	9103	683778	22617
157	2014-02	487693	102844	16171	4108	610816	19952
158	2014-03	519049	107707	13632	3771	644159	20531
159	2014-04	458329	93211	15030	3206	569776	19141
160	2014-05	478784	94409	22912	4307	600412	20473
161	2014-06	434315	86297	21018	3160	544790	19067
162	2014-07	470580	86098	14474	4664	575816	19764
163	2014-08	460555	84052	13314	3435	561356	19635
164	2014-09	449535	87173	40921	2860	580489	19194
165	2014-10	460246	87813	21060	4974	574093	19521
166	2014-11	454177	92985	14362	5642	567166	19437
167	2014-12	480831	84988	17593	4829	588241	19117
168	2015-01	566330	102526	25181	1951	695988	21657
169	2015-02	498189	94640	13540	5609	611978	20072
170	2015-03	524249	98007	26638	5331	654225	20921
171	2015-04	460073	94393	16063	5561	576090	18883
172	2015-05	479101	100140	118203	3027	700471	19177
173	2015-06	473847	94839	21730	2379	592795	19099
174	2015-07	526909	85908	21335	2760	636912	18350
175	2015-08	562518	89023	15045	6485	673071	18239
176	2015-09	506722	91443	21545	2483	622193	18155
177	2015-10	526352	94824	27849	1877	650902	18686
178	2015-11	516849	101136	20374	2199	640558	18631
179	2015-12	493418	91754	18757	1017	604946	18271
180	2016-01	623215	109726	19013	1017	752971	21029
181	2016-02	558292	104136	18397	1512	682337	19885
182	2016-03	552926	95242	18789	1560	668517	19713
183	2016-04	480764	85277	19691	1121	586853	18996
184	2016-05	477251	82398	12732	1207	573588	18872
185	2016-06	468397	78631	24946	950	572924	18324
186	2016-07	457612	70607	20011	509	548739	17677
187	2016-08	495510	74243	28997	621	599371	17949
188	2016-09	446734	74140	15987	898	537759	17490
189	2016-10	498097	79909	26315	996	605317	18241
190	2016-11	494550	83065	82495	960	661070	18134
191	2016-12	479438	78155	33185	691	591469	17565
192	2017-01	553848	98160	39345	530	691883	20499
193	2017-02	475505	83057	14646	573	573781	18700
194	2017-03	521171	90051	22494	513	634229	19487
195	2017-04	487258	76779	38600	246	602883	18268
196	2017-05	481070	82112	24332	425	587939	18354
197	2017-06	478661	74365	29098	758	582882	17399
198	2017-07	483824	71470	30209	487	585990	17956
199	2017-08	491792	72517	17205	567	582081	17911
200	2017-09	487750	75356	15082	648	578836	17356
201	2017-10	527560	77950	11052	390	616952	18533
202	2017-11	572990	82461	15475	293	671219	18430
203	2017-12	501796	76343	14322	438	592899	17412
204	2018-01	607334	84686	26652	253	718925	19958
205	2018-02	543065	76719	23386	228	643398	17868
206	2018-03	594824	80596	53988	393	729801	18958
207	2018-04	532976	73105	122919	260	729260	17451
208	2018-05	497833	74055	17631	3173	592692	17821
209	2018-06	469619	66883	18508	279	555289	16898
210	2018-07	488373	65177	13842	264	567656	17353
211	2018-08	519885	66470	30922	146	617423	17571
212	2018-09	490348	67661	13946	149	572104	17055
213	2018-10	534106	76655	20028	311	631100	18158
214	2018-11	501042	74801	18408	143	594394	18157
215	2018-12	536209	70806	38274	130	645419	17349
216	2019-01	569068	82273	24198	172	675711	20128
217	2019-02	484104	68871	22096	121	575192	18280
218	2019-03	561322	76014	35767	146	673249	18739
219	2019-04	474125	68520	87959	118	630722	17933
220	2019-05	527561	73100	110240	690	711591	18093
221	2019-06	476492	65258	12217	359	554326	16967
222	2019-07	490603	65080	29668	1203	586554	17617
223	2019-08	505884	65560	25473	106	597023	17424
224	2019-09	473315	69019	52961	354	595649	16775
225	2019-10	487147	71669	11176	136	570128	17729
226	2019-11	474572	72354	27018	257	574201	17679
227	2019-12	466013	67402	13404	155	546974	16818
228	2020-01	529177	78744	22310	360	630591	19382
229	2020-02	499892	82617	27680	115	610304	17798
230	2020-03	544053	151101	14529	82	709765	17603
231	2020-04	582780	83041	14922	142	680885	18112
232	2020-05	557025	75696	17292	119	650132	18331
233	2020-06	507854	66007	18115	60	592036	17803
234	2020-07	506376	65761	14517	27	586681	17183
235	2020-08	503638	61905	21584	30	587157	16596
236	2020-09	471939	63143	13875	30	548987	16557
237	2020-10	507313	68187	28431	15	603946	17004
238	2020-11	528063	71384	39284	10	638741	16884
239	2020-12	541518	66274	55053	738	663583	16981
240	2021-01	652951	82437	37313	171	772872	20593
241	2021-02	571193	68329	18588	13	658123	18309
242	2021-03	603059	71790	35635	15	710499	19437
243	2021-04	564061	64738	29529	11	658339	18143
244	2021-05	561936	65343	45948	11872	685099	17778
245	2021-06	466598	58687	20018	10	545313	16252
246	2021-07	545544	55361	21656	11	622572	15945
247	2021-08	468031	51846	20297	9	540183	15939
248	2021-09	442571	52292	21287	27	516177	15760
249	2021-10	469618	54161	17042	32	540853	16025
250	2021-11	494023	55595	23807	15	573440	16339
251	2021-12	506642	52377	18666	4	577689	16407
252	2022-01	565140	60536	21779	1312	648767	18696
253	2022-02	485321	52733	32520	6	570580	16822
254	2022-03	487735	54704	59478	40	601957	16628
255	2022-04	447741	50638	35332	10	533721	16230
256	2022-05	445864	51709	27378	21	524972	16314
257	2022-06	431539	48165	30819	10	510533	15660
258	2022-07	454945	46861	27392	3708	532906	15483
259	2022-08	461405	44020	30020	192	535637	15544
260	2022-09	448453	44005	26469	35	518962	15097
261	2022-10	479965	47303	49043	9	576320	15794
262	2022-11	485050	48885	51544	23	585502	15757
263	2022-12	501023	46003	55813	22	602861	15669
