	timestamp	user_edits	anonymous_edits	group-bot_edits	name-bot_edits	all-editor-types_edits	user_editors
111	2010-04	133	15	168	856	1172	10
112	2010-05	113	15	125	944	1197	13
113	2010-06	173	15	208	1129	1525	16
114	2010-07	437	19	69	1063	1588	15
115	2010-08	262	21	227	1577	2087	13
116	2010-09	220	22	113	890	1245	19
117	2010-10	690	44	62	993	1789	19
118	2010-11	544	115	123	1060	1842	16
119	2010-12	362	87	155	1140	1744	20
120	2011-01	472	295	482	1120	2369	18
121	2011-02	214	36	297	730	1277	10
122	2011-03	186	11	649	1053	1899	9
123	2011-04	93	6	244	856	1199	11
124	2011-05	125	19	782	929	1855	9
125	2011-06	501	19	126	1079	1725	9
126	2011-07	349	10	51	1084	1494	17
127	2011-08	951	95	70	905	2021	8
128	2011-09	136	6	7	1179	1328	9
129	2011-10	212	6	43	1170	1431	14
130	2011-11	923	23	228	972	2146	14
131	2011-12	1203	14	415	756	2388	50
132	2012-01	553	18	241	849	1661	67
133	2012-02	972	13	31	1145	2161	23
134	2012-03	541	11	34	988	1574	12
135	2012-04	68	13	17	1008	1106	11
136	2012-05	382	15	3	1172	1572	15
137	2012-06	659	7	0	1293	1959	16
138	2012-07	222	12	0	1030	1264	16
139	2012-08	145	5	3	1083	1236	18
140	2012-09	100	5	5	980	1090	13
141	2012-10	216	6	1	1128	1351	12
142	2012-11	545	9	2	1133	1689	18
143	2012-12	223	6	3	1659	1891	16
144	2013-01	70	3	15	1327	1415	18
145	2013-02	530	9	19	1240	1798	15
146	2013-03	78	14	0	3257	3349	12
147	2013-04	283	1	0	96	380	11
148	2013-05	33	2	0	13	48	14
149	2013-06	83	6	0	13	102	17
150	2013-07	261	4	0	12	277	13
151	2013-08	84	10	0	42	136	11
152	2013-09	54	1	0	0	55	11
153	2013-10	45	4	0	0	49	17
154	2013-11	49	3	0	0	52	8
155	2013-12	248	1	0	0	249	12
156	2014-01	302	1	0	29	332	12
157	2014-02	32	5	0	0	37	9
158	2014-03	146	8	0	0	154	7
159	2014-04	34	2	0	4	40	9
160	2014-05	42	2	0	32	76	13
161	2014-06	119	1	0	0	120	9
162	2014-07	399	1	0	0	400	6
163	2014-08	16	1	0	1	18	7
164	2014-09	93	4	0	0	97	14
165	2014-10	14	5	0	0	19	10
166	2014-11	31	10	0	0	41	8
167	2014-12	85	3	0	0	88	13
168	2015-01	15	1	0	0	16	11
169	2015-02	12	14	0	26	52	7
170	2015-03	33	2	0	0	35	8
171	2015-04	52	3	0	0	55	8
172	2015-05	10	93	0	0	103	3
173	2015-06	70	12	0	0	82	8
174	2015-07	21	1	0	0	22	6
175	2015-08	15	2	0	24	41	10
176	2015-09	184	25	0	11	220	8
177	2015-10	57	39	0	7	103	9
178	2015-11	561	26	0	36	623	6
179	2015-12	29	4	0	3	36	11
180	2016-01	48	6	0	1	55	10
181	2016-02	32	3	0	3	38	3
182	2016-03	6	1	0	1	8	3
183	2016-04	85	6	0	10	101	6
184	2016-05	18	2	0	1	21	10
185	2016-06	15	4	0	0	19	10
186	2016-07	562	18	0	32	612	11
187	2016-08	175	2	0	1	178	10
188	2016-09	16	3	0	0	19	11
189	2016-10	18	0	0	2	20	8
190	2016-11	10	8	0	9	27	3
191	2016-12	35	9	0	0	44	8
192	2017-01	31	2	0	2	35	9
193	2017-02	16	2	0	126	144	8
194	2017-03	7	3	0	3	13	7
195	2017-04	49	2	0	3	54	10
196	2017-05	27	2	0	2	31	8
197	2017-06	25	13	0	0	38	9
198	2017-07	179	3	0	11	193	7
199	2017-08	10	1	0	6	17	6
200	2017-09	16	3	0	0	19	10
201	2017-10	167	8	0	12	187	8
202	2017-11	30	1	0	4	35	7
203	2017-12	28	3	0	5	36	12
204	2018-01	952	4	0	25	981	12
205	2018-02	576	49	0	19	644	5
206	2018-03	27	1	0	10	38	10
207	2018-04	3	0	0	0	3	3
208	2018-05	230	7	0	0	237	7
209	2018-06	161	2	0	0	163	7
210	2018-07	154	10	0	3	167	8
211	2018-08	84	1	0	0	85	10
212	2018-09	9	4	0	0	13	7
213	2018-10	40	8	0	1	49	13
214	2018-11	212	3	0	0	215	5
215	2018-12	71	12	0	2	85	6
216	2019-01	11	4	0	0	15	9
217	2019-02	10	1	0	0	11	7
218	2019-03	315	1	0	0	316	7
219	2019-04	43	3	0	1	47	5
220	2019-05	12	3	0	0	15	7
221	2019-06	59	0	0	0	59	5
222	2019-07	162	4	0	0	166	10
223	2019-08	1	1	0	0	2	1
224	2019-09	49	0	0	0	49	3
225	2019-10	9	2	0	0	11	8
226	2019-11	13	4	0	0	17	4
227	2019-12	9	4	0	0	13	8
228	2020-01	178	0	0	0	178	4
229	2020-02	31	3	0	0	34	6
230	2020-03	7	1	0	0	8	4
231	2020-04	76	3	0	0	79	5
232	2020-05	47	8	0	0	55	7
233	2020-06	6	4	0	0	10	5
234	2020-07	11	0	0	0	11	8
235	2020-08	13	1	0	0	14	7
236	2020-09	3	1	0	0	4	3
237	2020-10	12	0	0	0	12	8
238	2020-11	3	2	0	0	5	2
239	2020-12	17	0	0	0	17	7
240	2021-01	82	1	0	0	83	7
241	2021-02	59	3	0	0	62	10
242	2021-03	34	5	0	1	40	8
243	2021-04	5	0	0	0	5	4
244	2021-05	26	1	0	0	27	7
245	2021-06	9	1	0	0	10	4
246	2021-07	22	1	0	0	23	10
247	2021-08	7	0	0	283	290	3
248	2021-09	7	5	0	25	37	6
249	2021-10	6	3	0	39	48	6
250	2021-11	9	4	0	11	24	5
251	2021-12	22	7	0	5	34	8
252	2022-01	41	3	0	46	90	9
253	2022-02	28	15	0	7	50	14
254	2022-03	92	2	0	9	103	8
255	2022-04	9	2	0	6	17	5
256	2022-05	8	10	0	8	26	6
257	2022-06	7	4	0	2	13	7
258	2022-07	136	1	0	3	140	8
259	2022-08	7	1	0	0	8	6
260	2022-09	23	0	0	15	38	8
261	2022-10	13	2	0	2	17	8
262	2022-11	7	3	0	4	14	4
263	2022-12	19	13	0	2	34	8
