	timestamp	user_edits	anonymous_edits	group-bot_edits	name-bot_edits	all-editor-types_edits	user_editors
93	2008-10	130538	27282	15137	71569	244526	4510
94	2008-11	136748	25159	6691	68771	237369	4574
95	2008-12	142998	24144	43869	57362	268373	4563
96	2009-01	140420	29686	8137	70253	248496	5006
97	2009-02	128163	25244	73131	47468	274006	4524
98	2009-03	167731	30729	79450	50053	327963	4797
99	2009-04	128453	26235	67216	58320	280224	4387
100	2009-05	138912	30151	62723	73706	305492	4788
101	2009-06	138369	27267	35102	58656	259394	4601
102	2009-07	126937	22392	20967	60307	230603	4198
103	2009-08	131850	24242	16401	70903	243396	4466
104	2009-09	152713	23782	23171	59785	259451	4447
105	2009-10	135466	26249	29123	94447	285285	4511
106	2009-11	147794	31162	28325	53736	261017	4551
107	2009-12	125039	30654	33289	50368	239350	4543
108	2010-01	134658	39412	37439	68944	280453	4921
109	2010-02	113536	34928	35773	79281	263518	4525
110	2010-03	124777	39087	29192	64660	257716	4747
111	2010-04	119643	37049	25218	93919	275829	4357
112	2010-05	122987	40819	56240	81758	301804	4760
113	2010-06	108713	33333	62408	70319	274773	4407
114	2010-07	111992	27309	53478	51434	244213	4080
115	2010-08	147961	30269	85750	78392	342372	4451
116	2010-09	123106	29192	28563	66207	247068	4245
117	2010-10	113825	34386	21940	57137	227288	4325
118	2010-11	130665	33046	22917	66097	252725	4311
119	2010-12	125259	29665	37977	64784	257685	4221
120	2011-01	151548	40090	66825	79339	337802	5031
121	2011-02	144382	36227	83657	66378	330644	4614
122	2011-03	154967	34447	38241	96951	324606	4722
123	2011-04	121070	28990	37980	87494	275534	4489
124	2011-05	140585	31687	69337	71978	313587	4737
125	2011-06	142109	30505	84238	101851	358703	4638
126	2011-07	206702	25699	59759	98703	390863	4300
127	2011-08	135773	26449	30174	66899	259295	4437
128	2011-09	119817	23933	23264	59711	226725	4275
129	2011-10	139238	30331	59282	225790	454641	4324
130	2011-11	136413	31215	40496	113345	321469	4192
131	2011-12	165114	27134	54959	226328	473535	4238
132	2012-01	157979	36346	56009	69637	319971	4595
133	2012-02	127343	30120	63706	128374	349543	4240
134	2012-03	122457	31529	80945	130244	365175	4221
135	2012-04	129795	31149	56483	67064	284491	4129
136	2012-05	159599	32347	41736	361988	595670	4204
137	2012-06	137408	29272	121587	114378	402645	4056
138	2012-07	122056	27598	98054	101349	349057	3971
139	2012-08	146568	28057	60507	129725	364857	4021
140	2012-09	131222	25322	41085	117816	315445	3821
141	2012-10	128914	29487	45155	144942	348498	4039
142	2012-11	170591	29137	35558	90105	325391	3979
143	2012-12	135622	27711	55008	84584	302925	4084
144	2013-01	134960	31829	72859	128790	368438	4472
145	2013-02	116021	27026	123801	283937	550785	3959
146	2013-03	165798	30762	113018	1102063	1411641	4041
147	2013-04	132666	30787	114407	285964	563824	3981
148	2013-05	128796	38416	66820	25899	259931	4158
149	2013-06	190911	35822	84437	105815	416985	3706
150	2013-07	119275	26642	26965	27296	200178	3536
151	2013-08	117676	27953	12294	5536	163459	3710
152	2013-09	116187	28101	31851	1592	177731	3470
153	2013-10	115087	30290	10373	3736	159486	3651
154	2013-11	110195	32204	20809	4635	167843	3690
155	2013-12	132410	29881	190659	7998	360948	3637
156	2014-01	140604	37867	19716	4086	202273	4085
157	2014-02	119428	32436	156006	2052	309922	3694
158	2014-03	125732	33527	21912	4708	185879	3748
159	2014-04	113109	28217	57698	6228	205252	3633
160	2014-05	110271	29630	20995	717	161613	3756
161	2014-06	122333	25015	6737	1201	155286	3447
162	2014-07	105148	20623	8715	2390	136876	3670
163	2014-08	101319	22681	4145	14738	142883	3944
164	2014-09	99086	20368	4529	10613	134596	3442
165	2014-10	111584	23820	4739	1678	141821	3715
166	2014-11	106707	25263	7936	9800	149706	3682
167	2014-12	119707	24791	95878	3703	244079	3743
168	2015-01	129074	27952	18928	3362	179316	4163
169	2015-02	104420	25249	10958	4274	144901	3795
170	2015-03	113776	29414	12359	3905	159454	4009
171	2015-04	106967	28573	11705	5389	152634	3470
172	2015-05	108529	30872	2870	788	143059	3534
173	2015-06	94047	29988	4211	531	128777	3400
174	2015-07	99785	23323	3680	1132	127920	3220
175	2015-08	104525	22231	3347	384	130487	3263
176	2015-09	106092	24063	1517	172	131844	3233
177	2015-10	119876	27500	12753	4145	164274	3290
178	2015-11	103706	28153	5502	3954	141315	3515
179	2015-12	115028	26305	14503	2885	158721	3496
180	2016-01	131388	32946	7835	139	172308	4060
181	2016-02	111640	29598	19830	6383	167451	3493
182	2016-03	120381	27277	17264	2220	167142	3697
183	2016-04	110516	23351	3942	4066	141875	3401
184	2016-05	111194	28497	2922	1579	144192	3546
185	2016-06	99954	27722	1583	13454	142713	3442
186	2016-07	91163	20229	2437	134	113963	3208
187	2016-08	110854	21461	27689	2792	162796	3352
188	2016-09	94720	20948	3060	2466	121194	3210
189	2016-10	106158	24394	6894	2241	139687	3378
190	2016-11	94556	24556	2448	3850	125410	3392
191	2016-12	112394	23252	18194	1051	154891	3398
192	2017-01	119399	26795	5898	271	152363	3734
193	2017-02	93499	22564	4023	4768	124854	3382
194	2017-03	97034	24487	32024	153	153698	3532
195	2017-04	85445	19346	7229	27	112047	3308
196	2017-05	93183	22898	3238	526	119845	3467
197	2017-06	98613	22322	7068	172	128175	3228
198	2017-07	102428	19179	56124	1899	179630	3230
199	2017-08	97310	19360	43515	497	160682	3383
200	2017-09	84621	20691	92011	72	197395	3281
201	2017-10	95059	22984	43278	13	161334	3540
202	2017-11	87611	24653	11472	17	123753	3523
203	2017-12	94780	24382	10116	67	129345	3476
204	2018-01	104694	26249	13044	46348	190335	3840
205	2018-02	88540	22505	17172	20058	148275	3535
206	2018-03	96133	25916	20630	0	142679	3684
207	2018-04	88030	21578	11808	3	121419	3446
208	2018-05	86656	23636	12052	264	122608	3560
209	2018-06	89062	21197	9062	30	119351	3292
210	2018-07	85516	17240	5450	26	108232	3210
211	2018-08	83429	18347	4427	59	106262	3392
212	2018-09	88827	19394	8307	39941	156469	3427
213	2018-10	95593	23417	8352	295	127657	3750
214	2018-11	83137	25865	7300	143	116445	3618
215	2018-12	107064	24227	4087	465	135843	3652
216	2019-01	115794	29414	3223	139	148570	4014
217	2019-02	109114	25790	4238	1871	141013	3644
218	2019-03	124880	27214	16982	896	169972	4026
219	2019-04	115169	22923	14351	447	152890	3772
220	2019-05	101179	28002	13678	32	142891	3993
221	2019-06	93661	24882	4517	57	123117	3624
222	2019-07	97263	19708	21332	22	138325	3418
223	2019-08	102893	20317	3561	129	126900	3520
224	2019-09	87003	23341	34568	17094	162006	3405
225	2019-10	97941	24651	22525	269	145386	3618
226	2019-11	99686	25799	15285	423	141193	3678
227	2019-12	103608	23563	5801	160	133132	3662
228	2020-01	123457	28750	7454	27	159688	3983
229	2020-02	105224	21750	7806	8	134788	3809
230	2020-03	108755	22366	32171	4	163296	3886
231	2020-04	114157	22217	7576	2	143952	3968
232	2020-05	124058	22522	34028	8	180616	4204
233	2020-06	118600	20722	26256	22	165600	3866
234	2020-07	125095	16082	4871	55	146103	3447
235	2020-08	117183	16777	8764	9	142733	3571
236	2020-09	104989	19775	20941	13	145718	3446
237	2020-10	105159	23158	12729	28	141074	3690
238	2020-11	104442	23771	18109	26	146348	3659
239	2020-12	118908	21954	15387	17	156266	3783
240	2021-01	127947	27434	63178	10	218569	4508
241	2021-02	105300	22833	11205	82	139420	3965
242	2021-03	119375	26102	13095	22	158594	4195
243	2021-04	113204	25073	29289	1	167567	4039
244	2021-05	130817	22612	73067	9	226505	4036
245	2021-06	110358	18821	133767	14	262960	3630
246	2021-07	123037	16514	11848	4	151403	3290
247	2021-08	122028	18610	9406	6	150050	3360
248	2021-09	106561	18970	28423	0	153954	3278
249	2021-10	100383	18630	67261	5	186279	3430
250	2021-11	105710	16474	15737	2	137923	3636
251	2021-12	119667	16195	74160	2	210024	3615
252	2022-01	147647	19232	60378	8	227265	4168
253	2022-02	115294	17731	45502	12	178539	3622
254	2022-03	165663	20658	48995	372	235688	3598
255	2022-04	118654	16077	230705	30	365466	3438
256	2022-05	98857	17312	94046	25	210240	3627
257	2022-06	93520	15779	61995	18	171312	3538
258	2022-07	104513	11450	4952	1040	121955	3217
259	2022-08	104257	12763	5488	7557	130065	3315
260	2022-09	94239	15847	1865	201837	313788	3298
261	2022-10	96894	16687	8081	28	121690	3430
262	2022-11	91134	16866	8629	26	116655	3444
263	2022-12	108076	15696	15137	22	138931	3557
