	timestamp	user	anonymous	group-bot	name-bot
184	2016-05	5	44	36	0
185	2016-06	8	5	0	0
186	2016-07	5	4	1	0
187	2016-08	21	5	1	0
188	2016-09	4	5	14	0
189	2016-10	8	7	0	0
190	2016-11	4	4	1	0
191	2016-12	16	6	0	0
192	2017-01	25	5	0	0
193	2017-02	14	4	0	0
194	2017-03	7	7	0	0
195	2017-04	21	3	1	0
196	2017-05	8	10	1	0
197	2017-06	57	5	1	0
198	2017-07	16	3	2	0
199	2017-08	16	2	1	0
200	2017-09	8	0	1	0
201	2017-10	7	2	0	0
202	2017-11	52	2	0	0
203	2017-12	25	12	1	0
204	2018-01	40	3	1	0
205	2018-02	3	2	1	0
206	2018-03	8	5	2	0
207	2018-04	3	2	2	0
208	2018-05	145	4	0	0
209	2018-06	4	28	0	0
210	2018-07	4	2	1	0
211	2018-08	49	6	1	0
212	2018-09	4	0	3	0
213	2018-10	15	8	0	0
214	2018-11	44	3	1	0
215	2018-12	23	24	0	0
216	2019-01	42	12	0	0
217	2019-02	7	4	0	0
218	2019-03	10	3	0	0
219	2019-04	8	1	0	0
220	2019-05	21	6	1	0
221	2019-06	12	6	3	0
222	2019-07	28	4	0	0
223	2019-08	9	1	0	1
224	2019-09	15	4	0	0
225	2019-10	25	0	0	0
226	2019-11	19	2	1	0
227	2019-12	4	1	4	0
228	2020-01	6	3	1	0
229	2020-02	4	1	1	0
230	2020-03	6	0	0	0
231	2020-04	14	4	4	0
232	2020-05	56	4	0	0
233	2020-06	233	2	4	0
234	2020-07	2	1	4	0
235	2020-08	14	3	0	4
236	2020-09	4	4	0	0
237	2020-10	208	2	0	0
238	2020-11	9	1	0	0
239	2020-12	7	2	0	0
240	2021-01	7	1	0	0
241	2021-02	32	6	0	0
242	2021-03	18	4	1	0
243	2021-04	7	3	1	0
244	2021-05	12	3	0	0
245	2021-06	2	3	0	0
246	2021-07	9	8	0	0
247	2021-08	18	4	0	65
248	2021-09	16	7	0	2
249	2021-10	57	3	1	1
250	2021-11	7	9	0	0
251	2021-12	7	6	1	0
252	2022-01	5	1	0	0
253	2022-02	22	15	1	0
254	2022-03	8	7	0	0
255	2022-04	6	1	0	0
256	2022-05	1	3	0	0
257	2022-06	4	9	1	0
258	2022-07	5	3	1	0
259	2022-08	6	6	0	6
260	2022-09	20	3	0	3
261	2022-10	7	5	2	5
262	2022-11	27	2	2	1
263	2022-12	33	1	0	0
